id,name,now_cost,position,team,news,corners_and_indirect_freekicks_order,yellow_cards,ict_index_rank_type,red_cards,expected_assists,influence_rank,now_cost_rank,selected_rank,form_rank_type,creativity_rank,expected_goals_per_90,expected_assists_per_90,threat_rank,bps,ict_index,now_cost_rank_type,web_name,influence_rank_type,saves,clean_sheets_per_90,influence,creativity,goals_conceded_per_90,ep_next,saves_per_90,direct_freekicks_order,minutes,selected_rank_type,expected_goals_conceded,news_added,value_season,expected_goals,bonus,chance_of_playing_next_round,own_goals,threat,goals_scored,expected_goals_conceded_per_90,total_points,goals_conceded,expected_goal_involvements,points_per_game_rank,assists,threat_rank_type,starts,points_per_game_rank_type,status,clean_sheets,expected_goal_involvements_per_90,penalties_missed,penalties_saved,selected_by_percent,starts_per_90,points_per_game,creativity_rank_type,ict_index_rank,penalties_order,form_rank
389,Tyrell Malacia,45,DEF,Man Utd,Knock - 25% chance of playing,,6,84,0,0.71,233,424,433,145,185,0.01,0.05,244,287,45.3,116,Malacia,91,0,0.45,223.6,148.8,0.91,0.6,0.0,,1391,164,19.21,2023-08-06T23:30:05.886466Z,13.8,0.23,8,25.0,0,79.0,0,1.24,62,14,0.94,165,0,82,14,58,d,7,0.06,0,0,0.1,0.91,2.8,49,245,,230
390,Anthony Martial,65,FWD,Man Utd,Hamstring injury - 25% chance of playing,,0,20,0,1.46,189,45,270,64,165,0.56,0.14,87,230,85.5,16,Martial,19,0,0.65,305.6,179.5,0.74,0.7,0.0,,970,48,13.57,2023-08-06T23:30:05.902302Z,10.2,6.03,4,25.0,0,376.0,6,1.26,66,8,7.49,131,3,22,11,16,d,7,0.7,0,0,0.3,1.02,3.1,19,142,2.0,591
391,Lisandro Martínez,50,DEF,Man Utd,,,6,44,0,1.02,79,250,55,198,223,0.02,0.04,238,481,76.7,30,Martinez,24,0,0.38,571.8,110.4,1.41,2.8,0.0,,2113,21,32.52,,16.2,0.46,6,,0,82.0,1,1.39,81,33,1.48,139,0,77,24,45,a,9,0.06,0,0,6.9,1.02,3.0,69,164,,441
392,Scott McTominay,50,MID,Man Utd,,,8,106,0,0.99,219,228,468,134,204,0.15,0.08,173,146,52.2,150,McTominay,100,0,0.31,247.0,123.2,1.57,2.1,0.0,,1149,158,22.38,,7.2,1.96,2,,0,156.0,1,1.75,36,20,2.95,322,0,108,10,140,a,4,0.23,0,0,0.1,0.78,1.5,123,223,,419
393,Teden Mengi,40,DEF,Man Utd,,,0,161,0,0.00,441,606,461,36,433,0.0,0.0,418,0,0.0,186,Mengi,161,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,177,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,450,0,158,0,162,a,0,0.0,0,0,0.1,0.0,0.0,160,444,,73
394,Facundo Pellistri Rebollo,45,MID,Man Utd,,,0,175,0,0.02,373,505,403,58,352,0.0,0.03,352,14,1.0,254,Pellistri,170,0,0.0,7.4,1.8,1.5,1.5,0.0,,60,133,0.78,,0.9,0.00,0,,0,2.0,0,1.17,4,1,0.02,379,0,176,0,174,a,0,0.03,0,0,0.1,0.0,1.0,174,380,,311
395,Raphaël Varane,50,DEF,Man Utd,,,1,69,0,0.51,153,177,133,186,266,0.04,0.02,197,392,58.8,18,R.Varane,57,0,0.47,387.0,74.0,1.04,2.8,0.0,,1912,45,27.27,,15.4,0.75,2,,1,124.0,0,1.28,77,22,1.26,121,0,51,22,36,a,10,0.06,0,0,1.8,1.04,3.2,93,209,,368
396,Marcus Rashford,90,MID,Man Utd,,,2,7,0,2.86,16,6,4,271,61,0.48,0.09,4,530,282.2,4,Rashford,7,0,0.41,892.2,462.5,1.22,3.5,0.0,2.0,2880,2,43.46,,22.8,15.27,21,,0,1466.0,17,1.36,205,39,18.13,5,7,2,32,2,a,13,0.57,0,0,48.5,1.0,5.9,52,10,3.0,637
397,Jadon Sancho,70,MID,Man Utd,,,0,50,0,4.13,129,33,153,254,41,0.21,0.22,71,375,143.2,20,Sancho,58,0,0.7,433.8,571.6,0.96,3.0,0.0,,1683,52,24.95,,15.0,4.02,8,,0,426.0,6,1.33,105,18,8.15,52,3,51,21,24,a,13,0.43,0,0,1.2,1.12,4.0,34,68,,608
398,Luke Shaw,55,DEF,Man Utd,,3.0,8,12,0,2.90,78,90,11,205,45,0.04,0.1,204,626,124.2,7,Shaw,23,0,0.42,572.8,547.7,1.23,3.1,0.0,4.0,2552,5,37.85,,22.5,1.09,20,,0,118.0,1,1.33,124,35,3.99,49,4,57,30,7,a,12,0.14,0,0,27.1,1.06,4.0,7,82,,503
399,Shola Shoretire,45,FWD,Man Utd,,,0,54,0,0.00,543,487,384,16,542,0.0,0.0,536,0,0.0,76,Shoretire,53,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,57,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,548,0,54,0,54,a,0,0.0,0,0,0.2,0.0,0.0,53,545,,293
400,Donny van de Beek,50,MID,Man Utd,,,0,157,0,0.14,369,221,515,129,293,0.06,0.08,278,21,10.5,145,Van de Beek,166,0,0.0,11.2,40.2,1.67,2.1,0.0,,162,184,1.58,,1.6,0.10,0,,0,54.0,0,0.88,8,3,0.24,356,0,140,2,161,a,0,0.14,0,0,0.1,1.11,1.1,153,341,,412
401,Aaron Wan-Bissaka,45,DEF,Man Utd,,,2,61,0,0.91,196,408,137,136,142,0.07,0.06,186,308,65.5,107,Wan-Bissaka,72,0,0.5,290.4,221.9,0.63,2.5,0.0,,1432,47,19.17,,14.9,1.19,3,,0,143.0,0,1.2,67,10,2.10,94,0,41,16,24,a,8,0.13,0,0,1.6,1.01,3.5,34,195,,214
597,André Onana,50,GKP,Man Utd,,,0,73,0,0.00,599,231,12,69,598,0.0,0.0,596,0,0.0,10,Onana,73,0,0.0,0.0,0.0,0.0,3.7,0.0,,0,2,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,600,0,69,0,73,a,0,0.0,0,0,26.6,0.0,0.0,72,600,,422
617,Rasmus Højlund,70,FWD,Man Utd,Back injury - 25% chance of playing,,0,79,0,0.00,639,38,149,69,639,0.0,0.0,639,0,0.0,13,Højlund,79,0,0.0,0.0,0.0,0.0,0.7,0.0,,0,29,0.00,2023-08-07T15:00:07.622233Z,0.0,0.00,0,25.0,0,0.0,0,0.0,0,0,0.00,639,0,79,0,79,d,0,0.0,0,0,1.3,0.0,0.0,79,639,,613
632,Omari Forson,45,MID,Man Utd,,,0,220,0,0.00,551,502,638,57,549,0.0,0.0,545,0,0.0,253,Forson,219,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,271,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,555,0,220,0,222,a,0,0.0,0,0,0.0,0.0,0.0,220,553,,308
402,Miguel Almirón Rejala,65,MID,Newcastle,,3.0,2,25,0,3.00,68,48,45,243,66,0.29,0.11,22,511,193.3,28,Almirón,33,0,0.54,611.8,426.4,0.8,2.8,0.0,,2487,14,28.35,,24.3,8.03,15,,0,892.0,11,1.03,158,22,11.03,18,4,13,29,8,a,15,0.4,0,0,8.4,1.05,4.6,55,34,,594
403,Elliot Anderson,45,MID,Newcastle,,,0,122,0,1.45,299,411,56,18,198,0.26,0.33,155,93,41.5,214,Anderson,133,0,0.23,98.8,129.9,1.59,1.5,0.0,,395,15,6.03,,6.7,1.14,2,,0,186.0,0,1.37,30,7,2.59,330,1,100,3,144,a,1,0.59,0,0,6.8,0.68,1.4,121,260,,217
404,Harrison Ashby,40,DEF,Newcastle,Season long loan to Swansea,,0,165,0,0.00,446,614,484,43,439,0.0,0.0,424,0,0.0,193,Ashby,165,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,184,0.00,2023-08-07T07:49:05.653450Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,455,0,163,0,166,u,0,0.0,0,0,0.1,0.0,0.0,165,449,,81
405,Sven Botman,45,DEF,Newcastle,,,2,23,0,1.09,75,417,16,140,210,0.08,0.03,103,666,101.0,111,Botman,20,0,0.37,583.0,120.3,0.86,2.5,0.0,,3127,6,38.00,,28.7,2.75,8,,0,303.0,0,1.09,129,30,3.84,81,2,8,35,20,a,13,0.11,0,0,20.5,1.01,3.6,61,116,,223
406,Bruno Guimarães Rodriguez Moura,60,MID,Newcastle,,,7,41,0,3.72,64,72,92,233,35,0.09,0.12,110,438,156.6,43,Bruno G.,29,0,0.4,630.8,646.1,0.83,2.7,0.0,,2727,32,29.82,,17.8,2.82,5,,0,286.0,4,0.98,107,25,6.54,112,5,73,32,48,a,12,0.21,0,0,3.5,1.06,3.3,29,56,,577
407,Dan Burn,45,DEF,Newcastle,,,5,21,0,1.28,85,323,91,77,134,0.06,0.04,119,584,105.3,48,Burn,27,0,0.41,555.0,230.4,0.87,2.5,0.0,,3109,29,36.33,,28.7,2.12,6,,0,265.0,1,1.05,129,30,3.40,102,0,14,35,26,a,14,0.1,0,0,3.6,1.01,3.4,30,112,,129
408,Karl Darlow,40,GKP,Newcastle,Permanent move to Leeds Utd,,0,34,0,0.00,397,543,565,7,381,0.0,0.0,363,0,0.0,36,Darlow,34,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,68,0.00,2023-07-31T07:01:03.752775Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,406,0,8,0,34,u,0,0.0,0,0,0.0,0.0,0.0,17,400,,10
409,Martin Dubravka,40,GKP,Newcastle,,,0,26,0,0.00,338,545,158,9,383,0.0,0.0,365,49,5.4,38,Dubravka,26,10,0.58,54.0,0.0,0.58,1.5,5.77,,156,21,3.33,,2.8,0.00,1,,0,0.0,0,1.92,11,1,0.00,8,0,10,1,2,a,1,0.0,0,0,1.2,0.58,5.5,19,359,,12
410,Ryan Fraser,50,MID,Newcastle,,,1,147,0,0.25,356,176,523,97,265,0.09,0.07,258,39,17.2,113,Fraser,160,0,0.29,26.8,74.0,0.88,2.1,0.0,,308,190,3.34,,2.2,0.31,0,,0,70.0,0,0.98,11,3,0.56,334,0,135,3,147,a,1,0.16,0,0,0.1,0.88,1.4,141,320,,367
411,Mark Gillespie,40,GKP,Newcastle,,,0,36,0,0.00,399,547,479,11,385,0.0,0.0,367,0,0.0,40,Gillespie,36,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,64,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,408,0,12,0,36,a,0,0.0,0,0,0.1,0.0,0.0,21,402,,14
412,Anthony Gordon,55,MID,Newcastle,,,7,68,0,1.29,185,130,244,214,138,0.27,0.07,50,186,108.8,83,Gordon,85,0,0.23,311.2,226.6,1.03,2.6,0.0,,1574,76,25.18,,12.4,4.73,5,,0,550.0,4,1.44,68,18,6.02,246,0,34,16,99,a,4,0.34,0,0,0.5,0.91,2.1,93,103,,543
413,Isaac Hayden,45,MID,Newcastle,,,0,189,0,0.00,486,359,514,8,485,0.0,0.0,474,0,0.0,204,Hayden,188,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,183,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,494,0,186,0,194,a,0,0.0,0,0,0.1,0.0,0.0,191,489,,165
414,Jeff Hendrick,45,MID,Newcastle,,,0,186,0,0.00,476,329,513,3,473,0.0,0.0,460,0,0.0,199,Hendrick,185,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,182,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,485,0,181,0,191,a,0,0.0,0,0,0.1,0.0,0.0,187,479,,135
415,Alexander Isak,75,FWD,Newcastle,,,3,11,0,1.37,109,23,22,73,127,0.48,0.08,28,353,145.2,9,Isak,9,0,0.24,483.4,246.1,1.18,2.9,0.0,,1520,4,18.67,,13.3,8.11,18,,0,724.0,10,1.11,100,20,9.48,22,2,11,17,8,a,4,0.56,0,0,16.0,1.01,4.5,12,67,2.0,621
416,Joelinton Cássio Apolinário de Lira,60,MID,Newcastle,,,12,34,0,1.90,71,69,157,231,73,0.24,0.06,35,458,167.3,41,Joelinton,35,0,0.37,603.4,413.1,0.88,2.7,0.0,,2660,54,32.27,,19.2,7.11,10,,0,655.0,6,1.09,115,26,9.01,85,5,24,30,36,a,11,0.3,0,0,1.2,1.02,3.6,59,45,3.0,574
417,Emil Krafth,45,DEF,Newcastle,Knee injury - 25% chance of playing,,0,189,0,0.00,482,348,557,95,480,0.0,0.0,468,3,0.0,66,Krafth,189,0,0.0,0.0,0.0,0.0,0.6,0.0,,1,201,0.10,2023-08-06T23:30:05.921189Z,0.2,0.00,0,25.0,0,0.0,0,9.0,1,0,0.00,365,0,187,0,135,d,0,0.0,0,0,0.0,0.0,1.0,189,485,,154
418,Garang Kuol,45,MID,Newcastle,On loan to FC Volendam,,0,232,0,0.00,572,531,596,75,569,0.0,0.0,564,0,0.0,271,Kuol,232,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,242,0.00,2023-08-09T08:37:02.624952Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,574,0,231,0,233,u,0,0.0,0,0,0.0,0.0,0.0,232,573,,337
419,Jamaal Lascelles,40,DEF,Newcastle,,,4,130,0,0.01,345,551,249,5,359,0.05,0.0,326,22,5.4,155,Lascelles,128,0,0.0,42.6,0.9,2.1,1.5,0.0,,214,87,4.34,,0.8,0.11,0,,0,13.0,0,1.83,3,5,0.12,400,0,124,2,139,a,0,0.05,0,0,0.4,0.84,0.7,135,360,,18
420,Jamal Lewis,40,DEF,Newcastle,Joined Watford on a season long loan,,0,137,0,0.00,386,578,577,19,358,0.0,0.0,342,6,0.6,169,J.Lewis,137,0,0.0,1.0,1.0,10.0,0.0,0.0,,9,204,1.05,2023-07-28T08:26:22.444029Z,0.5,0.00,0,0.0,0,4.0,0,10.5,2,1,0.00,358,0,131,0,129,u,0,0.0,0,0,0.0,0.0,1.0,134,387,,45
421,Sean Longstaff,50,MID,Newcastle,,,2,65,0,2.57,156,220,308,128,86,0.12,0.09,76,347,116.8,144,Longstaff,69,0,0.47,385.2,372.0,0.64,2.1,0.0,,2514,92,27.57,,18.6,3.30,2,,0,408.0,1,0.99,93,18,5.87,167,5,54,28,67,a,13,0.21,0,0,0.3,1.0,2.8,66,94,,411
422,Javier Manquillo Gaitán,40,DEF,Newcastle,Groin Injury - 75% chance of playing,,0,134,0,0.01,368,559,442,11,346,0.0,0.03,350,19,2.0,161,Manquillo,134,0,0.0,12.0,5.5,2.65,1.1,0.0,,34,167,0.97,2023-08-07T17:00:06.146184Z,1.0,0.00,0,75.0,0,2.0,0,2.57,4,1,0.01,357,0,132,0,128,d,0,0.03,0,0,0.1,0.0,1.0,129,371,,26
423,Jacob Murphy,50,MID,Newcastle,,,0,77,0,2.95,209,189,322,106,107,0.25,0.22,74,240,98.9,122,J.Murphy,93,0,0.22,275.0,302.5,0.88,2.1,0.0,,1230,99,16.13,,15.6,3.46,2,,0,410.0,4,1.18,78,12,6.41,225,2,53,14,88,a,3,0.47,0,0,0.2,1.02,2.2,80,120,,380
424,Nick Pope,55,GKP,Newcastle,,,3,10,1,0.01,41,88,35,71,322,0.0,0.0,622,678,72.9,1,Pope,11,87,0.39,709.6,20.0,0.88,4.5,2.4,,3261,6,39.44,,28.5,0.00,14,,0,0.0,0,1.09,157,32,0.01,34,0,71,37,7,a,14,0.0,0,2,12.0,1.02,4.2,4,177,,501
425,Matt Ritchie,45,MID,Newcastle,,,0,168,0,0.05,371,317,356,2,328,0.0,0.13,351,24,2.8,198,Ritchie,168,0,0.0,8.8,17.2,0.0,1.5,0.0,,35,113,0.90,,1.6,0.00,0,,0,2.0,0,2.31,7,0,0.05,363,0,175,0,162,a,0,0.13,0,0,0.2,0.0,1.0,165,368,,123
426,Allan Saint-Maximin,60,MID,Newcastle,Permanent move to Al Ahli,,1,71,0,2.59,201,66,395,229,79,0.13,0.21,85,240,106.5,39,Saint-Maximin,90,0,0.32,284.8,397.4,1.14,0.0,0.0,,1109,129,13.91,2023-08-01T09:50:12.023756Z,11.0,1.60,4,0.0,0,381.0,1,1.13,66,14,4.19,192,6,59,12,77,u,4,0.34,0,0,0.2,0.97,2.6,63,108,,571
427,Fabian Schär,50,DEF,Newcastle,Knock - 75% chance of playing,,7,7,0,2.05,48,192,116,188,120,0.13,0.06,53,617,147.1,20,Schär,10,0,0.42,680.8,264.7,0.79,2.1,0.0,2.0,3207,38,36.65,2023-08-06T23:30:05.975989Z,27.8,4.63,6,75.0,1,523.0,1,1.03,139,28,6.68,55,3,1,36,10,d,15,0.19,0,0,2.4,1.01,3.9,26,64,4.0,383
428,Matt Targett,45,DEF,Newcastle,,2.0,1,109,0,0.67,295,372,340,109,191,0.0,0.1,336,157,26.3,80,Targett,115,0,0.45,112.4,142.4,0.9,2.5,0.0,,600,128,6.79,,7.8,0.01,2,,0,8.0,0,1.02,35,6,0.68,234,0,130,6,88,a,3,0.1,0,0,0.2,0.9,2.1,52,301,,178
429,Sandro Tonali,55,MID,Newcastle,,,0,270,0,0.00,628,135,135,218,628,0.0,0.0,628,0,0.0,87,Tonali,270,0,0.0,0.0,0.0,0.0,2.6,0.0,,0,46,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,628,0,270,0,270,a,0,0.0,0,0,1.7,0.0,0.0,270,628,,548
430,Kieran Trippier,65,DEF,Newcastle,,1.0,5,1,0,12.03,14,42,6,212,1,0.02,0.32,200,941,285.8,2,Trippier,2,0,0.43,908.2,1824.0,0.83,3.6,0.0,1.0,3342,2,38.41,,30.5,0.85,39,,1,123.0,1,1.03,198,31,12.88,12,9,53,38,1,a,16,0.34,0,0,34.0,1.02,5.2,1,9,,588
431,Kell Watts,40,DEF,Newcastle,Season long loan to Wigan Athletic,,0,158,0,0.00,436,601,316,33,428,0.0,0.0,413,0,0.0,183,Watts,158,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,117,0.00,2023-07-28T08:27:42.691706Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,445,0,155,0,159,u,0,0.0,0,0,0.2,0.0,0.0,157,439,,68
432,Joe Willock,55,MID,Newcastle,Hamstring injury - 25% chance of playing,,1,32,0,4.29,94,115,243,201,46,0.26,0.15,33,415,174.9,70,Willock,43,0,0.42,520.8,547.0,0.92,0.6,0.0,,2556,75,29.62,2023-08-06T23:30:05.992699Z,22.4,7.30,11,25.0,0,680.0,3,1.04,123,26,11.59,98,7,22,31,42,d,12,0.41,0,0,0.5,1.09,3.5,38,43,,528
433,Callum Wilson,80,FWD,Newcastle,,,4,6,0,2.11,37,10,40,76,116,0.79,0.1,14,526,200.9,3,Wilson,5,0,0.48,722.2,271.3,0.77,3.1,0.0,,1870,9,21.93,,19.6,16.43,20,,0,1022.0,18,1.06,157,16,18.54,13,6,9,21,4,a,10,0.89,0,0,9.7,1.01,5.1,11,29,1.0,626
580,Loris Karius,40,GKP,Newcastle,,,0,38,0,0.00,403,555,306,15,391,0.0,0.0,373,0,0.0,44,Karius,38,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,50,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,412,0,16,0,38,a,0,0.0,0,0,0.3,0.0,0.0,25,406,,22
581,Paul Dummett,40,DEF,Newcastle,,,0,142,0,0.00,404,556,373,8,392,0.0,0.0,374,0,0.0,158,Dummett,142,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,142,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,413,0,136,0,143,a,0,0.0,0,0,0.2,0.0,0.0,141,407,,23
603,Harvey Barnes,65,MID,Newcastle,,,3,28,0,2.33,67,49,109,244,99,0.3,0.08,18,379,187.7,29,Barnes,32,0,0.2,612.8,322.9,1.69,2.8,0.0,,2709,40,50.76,,21.2,9.07,0,,0,942.0,13,1.69,138,51,11.40,45,2,9,32,22,a,6,0.38,0,0,2.7,1.06,4.1,75,37,,595
633,Tino Livramento,45,DEF,Newcastle,,,0,135,0,0.00,365,472,467,166,367,0.0,0.0,527,13,1.5,137,Livramento,133,0,0.0,14.2,0.3,0.0,2.5,0.0,,26,179,1.41,,0.4,0.00,0,,0,0.0,0,4.88,2,0,0.00,374,0,206,0,136,a,0,0.0,0,0,0.1,0.0,1.0,136,374,,278
634,Alex Murphy,40,DEF,Newcastle,,,0,183,0,0.00,469,639,493,62,463,0.0,0.0,448,0,0.0,212,A.Murphy,183,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,189,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,478,0,181,0,184,a,0,0.0,0,0,0.1,0.0,0.0,183,472,,106
635,Lewis Miley,45,MID,Newcastle,,,0,230,0,0.00,570,529,630,73,364,0.51,0.0,355,2,0.0,269,Miley,230,0,0.0,0.0,0.4,0.0,1.5,0.0,,14,264,0.87,,0.2,0.08,0,,0,1.0,0,5.59,1,0,0.08,385,0,179,0,180,a,0,0.51,0,0,0.0,0.0,1.0,180,571,,335
28,Matt Turner,40,GKP,Nott'm Forest,,,0,54,0,0.00,434,595,48,34,425,0.0,0.0,409,0,0.0,63,Turner,54,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,9,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,443,0,35,0,54,a,0,0.0,0,0,7.9,0.0,0.0,44,437,,62
378,Anthony Elanga,50,MID,Nott'm Forest,,,0,138,0,0.98,341,284,221,167,259,0.14,0.21,169,53,28.7,183,Elanga,152,0,0.43,52.4,78.8,0.43,1.1,0.0,,417,70,4.79,,4.6,0.65,0,,0,162.0,0,1.03,23,2,1.63,338,1,106,5,150,a,2,0.35,0,0,0.6,1.08,1.4,138,294,,475
434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,Season long loan to Estoril,,0,212,0,0.00,541,483,559,43,540,0.0,0.0,533,0,0.0,239,B.Aguilera,211,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,216,0.00,2023-08-10T13:50:23.263385Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,546,0,211,0,215,u,0,0.0,0,0,0.0,0.0,0.0,213,543,,289
435,Harry Arter,45,MID,Nott'm Forest,,,0,185,0,0.00,472,309,470,1,468,0.0,0.0,453,0,0.0,197,Arter,184,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,160,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,481,0,180,0,190,a,0,0.0,0,0,0.1,0.0,0.0,186,475,,115
436,Serge Aurier,45,DEF,Nott'm Forest,,,2,52,0,0.92,125,325,248,78,174,0.03,0.04,205,336,72.5,49,Aurier,42,0,0.28,437.6,168.9,1.44,1.5,0.0,,1943,86,33.13,,15.6,0.74,8,,0,117.0,1,1.53,70,31,1.66,146,0,58,22,47,a,6,0.07,0,0,0.4,1.02,2.9,45,180,,131
437,Taiwo Awoniyi,65,FWD,Nott'm Forest,Ankle injury - 25% chance of playing,,2,18,0,0.29,137,50,211,66,192,0.44,0.02,77,320,95.6,18,Awoniyi,12,0,0.32,416.2,140.1,1.87,0.4,0.0,,1395,41,26.43,2023-08-06T23:30:06.012849Z,15.4,6.86,16,25.0,0,405.0,10,1.71,100,29,7.15,79,1,21,17,12,d,5,0.46,0,0,0.6,1.1,3.7,22,126,,596
438,Giulian Biancone,40,DEF,Nott'm Forest,,,0,136,0,0.00,376,613,407,42,438,0.0,0.0,423,9,0.7,192,Biancone,135,0,0.0,6.8,0.0,6.0,0.5,0.0,,15,155,0.55,,0.5,0.00,0,,0,0.0,0,3.3,2,1,0.00,362,0,162,0,133,a,0,0.0,0,0,0.1,0.0,1.0,164,385,,80
439,Willy Boly,45,DEF,Nott'm Forest,,,2,116,0,0.27,267,333,425,83,339,0.01,0.04,295,147,21.0,54,Boly,105,0,0.39,155.0,11.8,1.32,1.5,0.0,,684,159,10.37,,8.2,0.05,7,,0,41.0,0,1.36,37,10,0.32,103,1,109,9,27,a,3,0.05,0,0,0.1,1.18,3.4,125,313,,139
440,Josh Bowler,45,MID,Nott'm Forest,Season long loan to Cardiff City,,0,203,0,0.00,526,456,621,30,525,0.0,0.0,517,0,0.0,226,Bowler,202,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,258,0.00,2023-08-04T09:38:29.203317Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,532,0,201,0,206,u,0,0.0,0,0,0.0,0.0,0.0,204,529,,262
441,Steve Cook,45,DEF,Nott'm Forest,Permanent transfer to QPR,,4,112,0,0.59,259,316,473,73,298,0.01,0.06,307,149,24.4,44,Cook,102,0,0.19,177.4,39.3,1.98,0.0,0.0,,956,181,15.15,2023-08-10T13:47:53.233734Z,4.4,0.13,0,0.0,0,28.0,0,1.43,20,21,0.72,292,0,114,11,108,u,2,0.07,0,0,0.1,1.04,1.7,110,306,,122
442,Danilo dos Santos de Oliveira,55,MID,Nott'm Forest,,,1,115,0,0.56,218,145,405,223,227,0.15,0.05,214,178,47.1,92,Danilo,99,0,0.09,253.8,108.1,1.66,1.6,0.0,,976,135,20.32,,8.7,1.58,5,,0,113.0,3,1.87,48,18,2.14,77,2,118,12,33,a,1,0.2,0,0,0.1,1.11,3.7,128,240,,558
443,Emmanuel Dennis,50,FWD,Nott'm Forest,,,3,28,0,0.40,261,259,205,31,238,0.22,0.05,106,113,55.7,51,Dennis,25,0,0.13,169.6,97.6,2.16,0.9,0.0,4.0,709,40,13.59,,7.8,1.73,3,,0,293.0,2,1.73,39,17,2.13,242,2,27,6,29,a,1,0.27,0,0,0.7,0.76,2.1,30,217,,450
444,Mohamed Dräger,40,DEF,Nott'm Forest,,,0,149,0,0.00,419,575,388,17,409,0.0,0.0,392,0,0.0,167,Dräger,149,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,148,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,428,0,144,0,150,a,0,0.0,0,0,0.2,0.0,0.0,148,422,,42
445,Felipe Augusto de Almeida Monteiro,45,DEF,Nott'm Forest,Knee injury - Unknown return date,,4,68,0,1.15,160,352,498,99,257,0.08,0.07,192,233,59.0,70,Felipe,60,0,0.06,379.0,79.5,2.03,0.0,0.0,,1417,192,31.83,2023-08-06T23:30:06.031954Z,5.6,1.20,3,0.0,0,130.0,0,2.02,25,32,2.35,303,1,46,15,113,i,1,0.15,0,0,0.1,0.95,1.6,88,208,,158
446,Remo Freuler,50,MID,Nott'm Forest,,,4,109,0,0.79,211,175,569,96,169,0.02,0.03,277,267,50.3,112,Freuler,95,0,0.25,272.2,174.7,1.96,1.1,0.0,,2157,223,41.93,,10.8,0.42,0,,0,54.0,0,1.75,54,47,1.21,270,0,139,24,111,a,6,0.05,0,0,0.0,1.0,1.9,107,230,,366
447,Morgan Gibbs-White,60,MID,Nott'm Forest,,1.0,6,16,0,6.06,69,74,106,234,10,0.19,0.17,39,479,221.8,44,Gibbs-White,34,0,0.23,611.4,980.2,1.74,1.7,0.0,1.0,3151,38,57.88,,24.2,6.77,11,,0,628.0,5,1.65,145,61,12.83,59,12,28,36,26,a,8,0.36,0,0,2.9,1.03,3.9,8,23,1.0,579
448,Wayne Hennessey,40,GKP,Nott'm Forest,Knee injury - Expected back 02 Sep,,0,23,0,0.00,316,536,226,3,376,0.0,0.0,358,46,7.8,32,Hennessey,23,10,0.0,77.4,0.0,1.66,0.0,3.32,,271,35,5.43,2023-08-06T23:30:06.047716Z,2.0,0.00,0,0.0,0,0.0,0,1.8,8,5,0.00,248,0,4,3,26,i,0,0.0,0,0,0.6,1.0,2.0,13,350,,3
